v3id	name	type	v4id
GRMZM2G064466	ZmHB100	HB-other	Zm00001d029736
GRMZM2G087955	ZmMYB139	MYB	Zm00001d005300
AC233933.1_FG001	ZmEREB128	ERF	Zm00001d019475
GRMZM2G111964	ZmHB101	HB-other	Zm00001d008942
GRMZM2G017520	ZmMYB128	MYB	Zm00001d040527
GRMZM2G016434	ZmEREB129	ERF	Zm00001d016616
GRMZM2G066638	ZmOrphan325	NA	Zm00001d005366
GRMZM2G096610	ZmTCP40	TCP	Zm00001d025033
GRMZM2G169636	ZmGRAS81	GRAS	Zm00001d022116
GRMZM2G171912	ZmbZIP122	bZIP	Zm00001d008734
GRMZM2G115070	ZmMYBR95	MYB_related	Zm00001d034947
GRMZM2G165272	ZmHSF10	HSF	Zm00001d021263
GRMZM2G096600	ZmCPP8	CPP	Zm00001d010713
GRMZM2G435015	ZmbHLH31	bHLH	Zm00001d021172
GRMZM2G107491	ZmC3H49	C3H	Zm00001d012049
GRMZM2G399072	ZmEREB130	AP2	Zm00001d027878
GRMZM2G055782	ZmMADS39	M-type_MADS	Zm00001d050897
GRMZM2G065538	ZmABI33	B3	Zm00001d011639
GRMZM2G117244	ZmMYB140	MYB	Zm00001d020569
GRMZM2G377904	ZmOrphan326	NA	Zm00001d013220
GRMZM2G145041	ZmMYBR96	MYB_related	Zm00001d014863
GRMZM2G427438	ZmC3H41	C3H	Zm00001d028828
GRMZM2G082490	ZmDOF45	Dof	Zm00001d012703
GRMZM2G057955	ZmMYBR97	MYB_related	Zm00001d044194
GRMZM2G496770	ZmMYB166	MYB	Zm00001d051267
GRMZM2G027976	ZmbZIP53	bZIP	Zm00001d043420
GRMZM2G085751	ZmbHLH24	bHLH	Zm00001d053391
GRMZM2G067702	ZmGLK56	G2-like	Zm00001d011785
GRMZM2G027972	ZmWRKY87	WRKY	Zm00001d052847
GRMZM2G004483	ZmOrphan327	NA	Zm00001d000176
GRMZM2G054689	ZmZIM5	NA	Zm00001d009438
GRMZM2G082487	ZmOrphan328	NA	Zm00001d005609
GRMZM2G178998	ZmNAC131	NAC	Zm00001d002828
GRMZM2G473274	ZmbZIP64	bZIP	Zm00001d048455
GRMZM2G136369	ZmHB103	HB-other	Zm00001d010758
GRMZM2G165257	ZmEREB132	ERF	Zm00001d050948
GRMZM2G316840	ZmNAC76	NAC	Zm00001d003626
GRMZM2G157679	ZmGRAS23	GRAS	Zm00001d042907
GRMZM2G175000	ZmC2H4	C2H2	Zm00001d035701
GRMZM2G129872	ZmMYBR102	MYB_related	Zm00001d028842
AC235534.1_FG007	ZmHB104	HD-ZIP	Zm00001d026088
GRMZM2G064426	ZmCADR15	NF-YB	Zm00001d010574
GRMZM5G863198	ZmbHLH119	bHLH	Zm00001d016257
AC199820.4_FG006	ZmMYBR29	MYB_related	Zm00001d006791
GRMZM2G314660	ZmTHX18	Trihelix	Zm00001d027335
GRMZM2G052499	ZmCA5P17	NF-YC	Zm00001d023466
GRMZM2G375707	ZmMADS42	M-type_MADS	Zm00001d011323
GRMZM2G166337	ZmMYB141	MYB	Zm00001d006585
AC206165.3_FG007	ZmHSF15	HSF	Zm00001d038746
GRMZM2G034442	ZmOrphan329	NA	Zm00001d019519
GRMZM2G033356	ZmbHLH130	bHLH	Zm00001d049294
GRMZM2G062244	ZmHB107	HD-ZIP	Zm00001d006687
GRMZM2G425236	ZmZHD4	ZF-HD	Zm00001d013409
GRMZM2G065506	ZmGBP2	NA	NA
AC211478.3_FG004	ZmNAC100	NAC	Zm00001d041886
GRMZM2G092214	ZmTCP8	TCP	Zm00001d042305
GRMZM2G024680	ZmZIM21	NA	Zm00001d033048
GRMZM2G006631	ZmbHLH160	bHLH	Zm00001d027987
GRMZM2G364851	ZmOrphan330	NA	Zm00001d019495
GRMZM2G163054	ZmWRKY125	WRKY	Zm00001d037607
GRMZM5G864266	ZmOrphan331	NA	Zm00001d007904
GRMZM2G060050	ZmHB108	NA	NA
GRMZM2G109627	ZmNAC118	NAC	Zm00001d008399
GRMZM2G111906	ZmMYBR98	MYB_related	Zm00001d036356
GRMZM2G022499	ZmMYBR103	MYB_related	Zm00001d031454
GRMZM2G034421	ZmWRKY89	WRKY	Zm00001d010616
GRMZM2G073788	ZmOrphan332	NA	Zm00001d053399
GRMZM2G317900	ZmARF35	ARF	Zm00001d014690
GRMZM5G894234	ZmNAC102	NAC	Zm00001d048059
GRMZM2G158734	ZmDBP4	NA	Zm00001d046450
GRMZM2G106356	ZmGRAS82	GRAS	Zm00001d048682
GRMZM2G105266	ZmEREB52	ERF	Zm00001d042588
GRMZM2G474326	ZmEREB134	ERF	Zm00001d043491
GRMZM2G081359	ZmOrphan334	NA	Zm00001d016894
GRMZM5G805387	ZmMADS18	MIKC_MADS	Zm00001d010233
GRMZM2G057907	ZmOrphan335	NA	Zm00001d017643
GRMZM2G062218	ZmOrphan336	NA	Zm00001d042958
GRMZM2G103085	ZmEREB139	ERF	Zm00001d018158
GRMZM2G045977	ZmGRF13	GRF	Zm00001d017602
GRMZM2G137413	ZmARF14	ARF	Zm00001d050781
GRMZM2G073779	ZmGRAS83	GRAS	Zm00001d048603
GRMZM5G866423	ZmARID9	NA	Zm00001d032096
GRMZM2G159811	ZmOrphan337	NA	Zm00001d025055
GRMZM2G026833	ZmGLK57	G2-like	Zm00001d044785
GRMZM2G147880	ZmWRKY113	WRKY	Zm00001d013307
GRMZM2G446515	ZmBZR4	BES1	Zm00001d019756
GRMZM2G043792	ZmMYB144	MYB	Zm00001d051117
GRMZM2G701063	ZmMYB2	MYB	Zm00001d037118
GRMZM2G549512	ZmWRKY122	WRKY	Zm00001d050023
GRMZM2G405699	ZmABI49	B3	Zm00001d034965
GRMZM2G342424	ZmbZIP66	bZIP	Zm00001d014710
GRMZM2G024655	ZmC3H42	C3H	Zm00001d008356
GRMZM2G156543	ZmOrphan338	NA	Zm00001d034738
GRMZM2G109605	ZmbHLH120	bHLH	Zm00001d012642
GRMZM2G126566	ZmMYB159	MYB	Zm00001d020408
GRMZM2G027914	ZmMYBR37	MYB_related	Zm00001d042756
GRMZM2G158717	ZmVOZ2	VOZ	Zm00001d038704
GRMZM2G106336	ZmGRAS84	GRAS	Zm00001d048681
GRMZM5G853392	ZmGRF14	GRF	Zm00001d013346
GRMZM2G416524	ZmTCP41	TCP	Zm00001d004791
GRMZM2G145690	ZmHB71	HD-ZIP	Zm00001d018225
GRMZM2G023557	ZmMYBR104	MYB_related	Zm00001d034891
GRMZM2G108509	ZmOrphan339	NA	Zm00001d041453
GRMZM2G471039	ZmMYBR105	MYB_related	Zm00001d003496
GRMZM2G147867	ZmNAC3	NAC	Zm00001d038207
GRMZM2G125460	ZmEREB210	ERF	Zm00001d007033
GRMZM2G129817	ZmMYBR106	MYB_related	Zm00001d013265
GRMZM2G061101	ZmHB110	TALE	Zm00001d033404
GRMZM2G073750	ZmARF9	ARF	Zm00001d041497
GRMZM5G893117	ZmOrphan340	NA	Zm00001d018260
GRMZM2G369018	ZmBZR8	BES1	Zm00001d016231
GRMZM2G083504	ZmbHLH121	bHLH	Zm00001d006065
GRMZM2G158700	ZmMYB145	MYB	Zm00001d040594
GRMZM2G054615	ZmGATA6	GATA	Zm00001d025953
AC212859.3_FG008	ZmNAC103	NAC	Zm00001d002934
GRMZM2G156529	ZmWRKY13	WRKY	Zm00001d037054
GRMZM2G152172	ZmBZR9	BES1	Zm00001d027587
GRMZM2G360455	ZmOrphan341	NA	Zm00001d015504
GRMZM2G031120	ZmNAC106	NA	NA
GRMZM2G328197	ZmEREB135	ERF	Zm00001d036251
GRMZM2G092888	ZmOrphan342	NA	Zm00001d029297
GRMZM2G330475	ZmMYB147	MYB	Zm00001d010933
GRMZM2G456960	ZmMYBR107	MYB_related	Zm00001d008229
GRMZM2G388148	ZmCPP9	CPP	Zm00001d015990
GRMZM2G021369	ZmEREB136	ERF	Zm00001d018191
GRMZM2G098179	ZmMYB52	MYB	Zm00001d047182
GRMZM2G304840	ZmMYBR108	MYB_related	NA
GRMZM2G002225	ZmHB111	TALE	Zm00001d013560
GRMZM2G060000	ZmE2F12	E2F/DP	Zm00001d037274
GRMZM2G001139	ZmMADS43	MIKC_MADS	Zm00001d011748
GRMZM2G116785	ZmbHLH5	bHLH	Zm00001d037098
GRMZM2G097081	ZmEREB57	ERF	Zm00001d052102
GRMZM2G312419	ZmMYB60	MYB	Zm00001d008251
GRMZM2G455869	ZmMYB37	MYB	Zm00001d013399
GRMZM2G074824	ZmOrphan343	NA	Zm00001d009364
GRMZM5G833140	ZmOrphan344	NA	Zm00001d013412
GRMZM2G472100	ZmMADS13	M-type_MADS	Zm00001d019213
GRMZM2G003304	ZmHB112	HD-ZIP	Zm00001d032316
GRMZM2G147840	ZmOrphan345	NA	Zm00001d008819
GRMZM2G069274	ZmHB116	WOX	Zm00001d043076
GRMZM2G441031	ZmWRKY91	WRKY	Zm00001d023336
GRMZM2G053503	ZmEREB148	ERF	Zm00001d009103
GRMZM2G381748	ZmHB114	HB-other	Zm00001d037895
GRMZM2G172376	ZmOrphan346	NA	Zm00001d016063
GRMZM2G011598	ZmNAC44	NAC	Zm00001d028999
GRMZM2G433450	ZmMYBR109	MYB_related	NA
GRMZM2G311316	ZmCA5P5	NF-YC	Zm00001d024230
GRMZM2G414315	ZmWRKY20	WRKY	Zm00001d009698
GRMZM2G040481	ZmEIL8	EIL	Zm00001d016924
GRMZM2G443202	ZmMYBR110	MYB_related	Zm00001d044311
GRMZM5G850092	ZmTHX3	Trihelix	Zm00001d052798
GRMZM2G062885	ZmOrphan347	NA	Zm00001d015268
GRMZM2G153233	ZmARF2	ARF	Zm00001d032683
GRMZM2G019060	ZmGRAS85	GRAS	Zm00001d006721
GRMZM2G020254	ZmWRKY33	WRKY	Zm00001d024323
GRMZM2G181030	ZmMYBR111	MYB_related	Zm00001d026017
GRMZM2G117854	ZmGLK58	G2-like	Zm00001d038546
GRMZM2G117851	ZmbZIP99	bZIP	Zm00001d043992
GRMZM5G880069	ZmWRKY109	WRKY	Zm00001d013709
GRMZM5G857701	ZmNAC104	NAC	Zm00001d018435
GRMZM2G122160	ZmZIM11	NA	Zm00001d049005
GRMZM2G370896	ZmMYBR112	MYB_related	Zm00001d010087
GRMZM2G011588	ZmHB33	TALE	Zm00001d033378
GRMZM2G021339	ZmHB115	HD-ZIP	Zm00001d051749
GRMZM2G044824	ZmMYB148	MYB	Zm00001d045560
GRMZM2G141299	ZmWRKY103	WRKY	Zm00001d043474
GRMZM2G123246	ZmNAC105	NAC	Zm00001d049687
GRMZM2G097059	ZmMADS7	MIKC_MADS	Zm00001d021057
GRMZM2G001106	ZmMYBR113	MYB_related	Zm00001d025930
GRMZM2G070446	ZmOrphan348	DBB	Zm00001d036214
GRMZM2G126507	ZmZIM1	NA	Zm00001d020409
AC213524.3_FG003	ZmTCP42	TCP	Zm00001d031597
AC206951.3_FG017	ZmEREB182	ERF	Zm00001d027929
AC206951.3_FG016	ZmEREB181	ERF	Zm00001d027928
GRMZM2G406715	ZmOrphan349	NA	Zm00001d009085
EF517601.1_FG010	ZmGBP21	GeBP	Zm00001d040254
GRMZM2G327059	ZmHB30	HB-other	Zm00001d027435
GRMZM2G012654	ZmCADR16	NF-YB	Zm00001d019865
GRMZM2G166946	ZmTCP30	TCP	Zm00001d043368
GRMZM2G040452	ZmOrphan350	NA	Zm00001d053566
GRMZM2G431243	ZmOrphan351	CAMTA	Zm00001d047209
GRMZM2G033962	ZmOrphan352	NA	Zm00001d007240
AC201832.3_FG006	ZmCA5P18	NA	NA
GRMZM2G526668	ZmbHLH40	bHLH	Zm00001d050394
GRMZM2G173429	ZmGRAS22	GRAS	Zm00001d026050
GRMZM2G553379	ZmMADS15	MIKC_MADS	Zm00001d013259
GRMZM2G067053	ZmOrphan353	NA	Zm00001d045098
GRMZM2G370863	ZmZHD19	ZF-HD	Zm00001d050452
GRMZM5G865967	ZmbHLH163	bHLH	Zm00001d031044
GRMZM2G317287	ZmGRAS86	GRAS	Zm00001d023247
GRMZM2G038158	ZmWRKY8	WRKY	Zm00001d053369
GRMZM2G172327	ZmMYB14	MYB	Zm00001d021537
GRMZM2G143433	ZmGRAS17	GRAS	Zm00001d015815
GRMZM2G170148	ZmMYBR86	MYB_related	Zm00001d046974
AC193786.3_FG005	ZmbHLH54	bHLH	Zm00001d011847
GRMZM2G014805	ZmOrphan354	NA	Zm00001d041035
GRMZM2G701689	ZmCPP10	CPP	Zm00001d041445
GRMZM2G123202	ZmMYB54	MYB	Zm00001d002843
GRMZM2G449165	ZmVOZ5	VOZ	Zm00001d012734
GRMZM2G104789	ZmMYB12	MYB	Zm00001d013164
GRMZM2G008166	ZmbZIP125	bZIP	Zm00001d037170
GRMZM5G871347	ZmWRKY93	WRKY	Zm00001d039245
GRMZM2G059453	ZmOrphan355	NA	Zm00001d042886
GRMZM2G164735	ZmBBR3	BBR-BPC	Zm00001d049800
GRMZM2G061734	ZmSBP5	SBP	Zm00001d006091
GRMZM5G883993	ZmARID10	NA	Zm00001d046719
GRMZM2G140156	ZmARID2	NA	Zm00001d005794
GRMZM2G028386	ZmEREB137	ERF	Zm00001d031861
GRMZM2G163641	ZmHB87	HB-other	Zm00001d046405
GRMZM5G834874	ZmABI35	B3	Zm00001d017112
GRMZM2G000686	ZmCA2P11	NF-YA	Zm00001d027874
GRMZM2G049695	ZmMYBR24	MYB_related	Zm00001d008808
GRMZM2G377217	ZmWRKY98	WRKY	Zm00001d051328
GRMZM5G804893	ZmCADR17	NF-YB	Zm00001d038397
AC216247.3_FG001	ZmHSF19	HSF	Zm00001d029270
GRMZM2G007063	ZmbZIP94	bZIP	Zm00001d013074
GRMZM2G003944	ZmTCP2	TCP	Zm00001d053020
GRMZM2G358796	ZmbZIP74	bZIP	Zm00001d020823
GRMZM2G057260	ZmbHLH15	bHLH	Zm00001d021988
GRMZM2G049686	ZmbHLH78	bHLH	NA
GRMZM2G143402	ZmZIM34	NA	Zm00001d026477
GRMZM5G833774	ZmOrphan357	NA	Zm00001d027571
GRMZM2G131476	ZmHB121	HD-ZIP	Zm00001d030191
GRMZM2G033915	ZmOrphan358	NA	Zm00001d044988
GRMZM2G102583	ZmWRKY105	WRKY	Zm00001d004086
GRMZM2G101499	ZmSBP14	SBP	Zm00001d036692
GRMZM2G369629	ZmbHLH123	bHLH	Zm00001d037528
GRMZM2G130382	ZmMADS44	M-type_MADS	Zm00001d015381
GRMZM2G479110	ZmARR8	ARR-B	Zm00001d018380
GRMZM2G134735	ZmbHLH135	bHLH	Zm00001d031781
GRMZM2G438293	ZmbZIP44	bZIP	Zm00001d012273
GRMZM2G133646	ZmSBP24	SBP	Zm00001d040571
GRMZM2G079653	ZmEREB138	ERF	Zm00001d015639
GRMZM2G110153	ZmMADS16	MIKC_MADS	Zm00001d042618
GRMZM2G089406	ZmMYBR85	MYB_related	Zm00001d010967
GRMZM2G159161	ZmOrphan359	NA	Zm00001d002146
GRMZM2G081930	ZmNAC36	NAC	Zm00001d003052
GRMZM2G051955	ZmZHD20	ZF-HD	Zm00001d005757
GRMZM2G059428	ZmNAC53	NAC	Zm00001d027530
GRMZM2G132550	ZmbHLH124	bHLH	Zm00001d037749
GRMZM2G055070	ZmEREB51	ERF	Zm00001d024436
GRMZM2G348307	ZmEREB140	ERF	Zm00001d050137
GRMZM5G858197	ZmbZIP95	bZIP	Zm00001d042721
GRMZM2G141219	ZmEREB143	AP2	Zm00001d020540
GRMZM2G471635	ZmbHLH113	bHLH	Zm00001d050016
GRMZM2G356459	ZmCSD1	NA	Zm00001d028578
GRMZM2G389768	ZmCSD2	NA	Zm00001d053908
GRMZM2G141150	ZmCSD3	NA	NA
GRMZM5G895313	ZmCSD4	NA	NA
GRMZM2G001663	ZmFARL1	FAR1	Zm00001d028472
GRMZM2G463730	ZmFARL2	FAR1	Zm00001d034282
GRMZM2G155980	ZmFARL3	FAR1	Zm00001d034813
GRMZM2G083374	ZmFARL4	FAR1	Zm00001d039612
GRMZM2G034868	ZmFARL5	FAR1	Zm00001d041923
GRMZM2G302323	ZmFARL6	FAR1	Zm00001d049493
GRMZM2G043250	ZmFARL7	FAR1	Zm00001d016772
GRMZM2G117108	ZmFARL8	FAR1	Zm00001d017164
GRMZM2G106653	ZmFARL9	FAR1	Zm00001d017165
GRMZM2G406651	ZmFARL10	FAR1	Zm00001d021545
GRMZM2G048987	ZmFARL11	FAR1	Zm00001d021617
GRMZM2G129311	ZmFARL12	FAR1	Zm00001d021799
GRMZM2G114461	ZmFARL13	FAR1	Zm00001d022142
GRMZM2G148940	ZmFARL14	FAR1	Zm00001d046441
GRMZM2G104268	ZmFARL15	FAR1	Zm00001d026485
GRMZM2G092483	ZmLBD1	LBD	Zm00001d027678
GRMZM2G092542	ZmLBD2	LBD	Zm00001d027679
GRMZM2G110913	ZmLBD3	LBD	Zm00001d028413
GRMZM2G021095	ZmLBD4	LBD	Zm00001d028721
GRMZM2G060544	ZmLBD5	LBD	Zm00001d029506
GRMZM2G044902	ZmLBD6	LBD	Zm00001d029602
GRMZM2G076327	ZmLBD7	LBD	Zm00001d030364
GRMZM2G132667	ZmLBD8	LBD	Zm00001d031544
AC217910.3_FG006	ZmLBD9	LBD	Zm00001d032286
GRMZM2G154320	ZmLBD10	LBD	Zm00001d033335
GRMZM2G017319	ZmLBD11	LBD	Zm00001d033347
GRMZM2G447176	ZmLBD12	LBD	Zm00001d033466
GRMZM2G011385	ZmLBD13	LBD	Zm00001d034384
GRMZM2G177110	ZmLBD14	LBD	Zm00001d006739
AC207888.3_FG009	ZmLBD15	LBD	Zm00001d007919
AC233943.1_FG002	ZmLBD16	LBD	Zm00001d039694
GRMZM2G132693	ZmLBD17	LBD	Zm00001d040004
AC218973.3_FG003	ZmLBD18	LBD	Zm00001d041205
GRMZM2G118250	ZmLBD19	LBD	Zm00001d042560
GRMZM2G092517	ZmLBD20	LBD	Zm00001d043036
GRMZM2G025758	ZmLBD21	LBD	Zm00001d043311
GRMZM2G095982	ZmLBD22	LBD	Zm00001d048889
GRMZM2G079768	ZmLBD23	LBD	Zm00001d050269
GRMZM2G075499	ZmLBD24	LBD	Zm00001d051891
GRMZM2G025989	ZmLBD25	LBD	Zm00001d052317
GRMZM2G079185	ZmLBD26	LBD	Zm00001d013625
GRMZM2G362627	ZmLBD27	LBD	Zm00001d013732
GRMZM2G165805	ZmLBD28	LBD	Zm00001d035498
GRMZM2G386095	ZmLBD29	LBD	Zm00001d036032
GRMZM2G180319	ZmLBD30	LBD	Zm00001d036435
GRMZM2G044150	ZmLBD31	LBD	Zm00001d038013
GRMZM2G121487	ZmLBD32	LBD	Zm00001d038197
GRMZM2G386674	ZmLBD33	LBD	Zm00001d038717
GRMZM2G704330	ZmLBD34	LBD	Zm00001d018832
GRMZM5G868471	ZmLBD35	LBD	Zm00001d009823
GRMZM2G096064	ZmLBD36	LBD	Zm00001d010264
AC234149.1_FG002	ZmLBD37	LBD	Zm00001d010749
GRMZM2G073044	ZmLBD38	LBD	Zm00001d010751
AC214648.3_FG005	ZmLBD39	LBD	Zm00001d010978
GRMZM2G133806	ZmLBD40	LBD	Zm00001d012180
GRMZM2G145568	ZmLBD41	LBD	Zm00001d047752
GRMZM2G150594	ZmLBD42	LBD	Zm00001d047921
AC149818.2_FG009	ZmLBD43	LBD	Zm00001d048401
GRMZM5G873586	ZmLBD44	LBD	Zm00001d023316
GRMZM2G180190	ZmLFY1	LFY	Zm00001d002449
GRMZM2G098813	ZmLFY2	LFY	Zm00001d026231
GRMZM2G055737	ZmOFP1	NA	Zm00001d027453
GRMZM2G096252	ZmOFP2	NA	Zm00001d027739
GRMZM2G121706	ZmOFP3	NA	Zm00001d000458
GRMZM2G075988	ZmOFP4	NA	Zm00001d029067
GRMZM2G039312	ZmOFP5	NA	Zm00001d029718
GRMZM2G095452	ZmOFP6	NA	Zm00001d032903
GRMZM2G164428	ZmOFP7	NA	Zm00001d002594
GRMZM2G053985	ZmOFP8	NA	Zm00001d003521
GRMZM2G055257	ZmOFP9	NA	Zm00001d003762
GRMZM2G032478	ZmOFP10	NA	Zm00001d004881
GRMZM2G130131	ZmOFP11	NA	Zm00001d004882
GRMZM2G359116	ZmOFP12	NA	Zm00001d007168
GRMZM2G169973	ZmOFP13	NA	Zm00001d039313
GRMZM2G434098	ZmOFP14	NA	Zm00001d042752
GRMZM2G133311	ZmOFP15	NA	Zm00001d042753
GRMZM2G330159	ZmOFP16	NA	Zm00001d043046
GRMZM2G127431	ZmOFP17	NA	Zm00001d043470
GRMZM2G023285	ZmOFP18	NA	Zm00001d043535
AC198725.4_FG004	ZmOFP19	NA	Zm00001d044167
GRMZM2G150823	ZmOFP20	NA	Zm00001d044357
GRMZM2G013302	ZmOFP21	NA	Zm00001d052605
GRMZM2G013271	ZmOFP22	NA	Zm00001d052606
GRMZM2G041761	ZmOFP23	NA	Zm00001d017606
GRMZM2G436659	ZmOFP24	NA	Zm00001d034973
GRMZM2G100133	ZmOFP25	NA	Zm00001d037814
GRMZM2G122709	ZmOFP26	NA	Zm00001d038283
GRMZM2G430871	ZmOFP27	NA	Zm00001d038284
GRMZM2G026927	ZmOFP28	NA	Zm00001d038473
GRMZM2G127680	ZmOFP29	NA	Zm00001d038714
GRMZM2G037043	ZmOFP30	NA	Zm00001d020198
GRMZM5G845472	ZmOFP31	NA	Zm00001d022446
GRMZM2G001721	ZmOFP32	NA	Zm00001d008785
GRMZM2G067376	ZmOFP33	NA	Zm00001d009993
GRMZM2G028982	ZmOFP34	NA	Zm00001d011410
GRMZM2G085035	ZmOFP35	NA	Zm00001d012282
AC204502.4_FG006	ZmOFP36	NA	Zm00001d012498
GRMZM2G137869	ZmOFP37	NA	Zm00001d047346
GRMZM2G057753	ZmOFP38	NA	Zm00001d023455
AC187891.3_FG006	ZmOFP39	NA	Zm00001d023456
GRMZM2G432846	ZmOFP40	NA	Zm00001d025534
GRMZM2G040673	ZmOFP41	NA	Zm00001d026061
GRMZM2G106836	ZmOFP42	NA	Zm00001d026661
GRMZM2G106781	ZmOFP43	NA	Zm00001d026663
GRMZM2G408887	ZmPLATZ1	NA	Zm00001d028594
GRMZM2G311656	ZmPLATZ2	NA	Zm00001d029437
GRMZM2G094168	ZmPLATZ3	NA	Zm00001d030032
GRMZM2G171934	ZmPLATZ4	NA	Zm00001d031925
GRMZM2G131280	ZmPLATZ5	NA	Zm00001d002489
GRMZM2G342691	ZmPLATZ6	NA	Zm00001d051376
GRMZM2G091044	ZmPLATZ7	NA	Zm00001d051511
GRMZM2G017882	ZmPLATZ8	NA	Zm00001d015394
GRMZM2G070295	ZmPLATZ9	NA	Zm00001d015560
GRMZM2G323553	ZmPLATZ10	NA	Zm00001d015868
GRMZM2G004548	ZmPLATZ11	NA	Zm00001d017682
GRMZM2G006585	ZmPLATZ12	NA	Zm00001d009292
GRMZM2G093270	ZmPLATZ13	NA	Zm00001d047025
GRMZM2G077495	ZmPLATZ14	NA	Zm00001d047250
GRMZM2G086403	ZmPLATZ15	NA	Zm00001d026047
GRMZM2G056929	ZmS1Fa1	S1Fa-like	Zm00001d003822
GRMZM2G147424	ZmS1Fa2	S1Fa-like	Zm00001d025339
GRMZM2G042407	ZmSRS1	SRS	Zm00001d032040
GRMZM2G080295	ZmSRS2	SRS	Zm00001d006209
GRMZM2G017606	ZmSRS3	SRS	Zm00001d053208
GRMZM2G097683	ZmSRS4	SRS	Zm00001d014762
GRMZM2G108798	ZmSRS5	SRS	Zm00001d036426
GRMZM2G450459	ZmSRS6	SRS	Zm00001d038081
GRMZM2G135783	ZmSRS7	SRS	Zm00001d021285
GRMZM2G179021	ZmSRS8	SRS	Zm00001d021290
GRMZM2G077752	ZmSRS9	SRS	Zm00001d011843
GRMZM2G168665	ZmMTERF1	NA	Zm00001d029242
GRMZM2G061542	ZmMTERF2	NA	Zm00001d031533
GRMZM2G034217	ZmMTERF3	NA	Zm00001d033138
GRMZM2G054517	ZmMTERF4	NA	NA
GRMZM2G159766	ZmMTERF5	NA	Zm00001d034669
GRMZM2G170137	ZmMTERF6	NA	Zm00001d034784
GRMZM2G087679	ZmMTERF7	NA	NA
GRMZM2G060114	ZmMTERF8	NA	Zm00001d006629
GRMZM2G130773	ZmMTERF9	NA	Zm00001d006700
GRMZM2G177019	ZmMTERF10	NA	Zm00001d041537
GRMZM2G023257	ZmMTERF11	NA	Zm00001d042436
GRMZM2G113181	ZmMTERF12	NA	Zm00001d049743
GRMZM2G312806	ZmMTERF13	NA	Zm00001d050886
GRMZM2G000610	ZmMTERF14	NA	Zm00001d052081
GRMZM2G119921	ZmMTERF15	NA	Zm00001d015585
GRMZM2G395850	ZmMTERF16	NA	Zm00001d009338
GRMZM2G024550	ZmMTERF17	NA	Zm00001d017130
GRMZM2G017355	ZmMTERF18	NA	Zm00001d018065
GRMZM2G017429	ZmMTERF19	NA	Zm00001d018066
GRMZM2G158854	ZmMTERF20	NA	NA
GRMZM2G161146	ZmMTERF21	NA	Zm00001d018124
GRMZM2G012999	ZmMTERF22	NA	Zm00001d038158
GRMZM2G426154	ZmMTERF23	NA	Zm00001d018756
GRMZM2G175930	ZmMTERF24	NA	Zm00001d018756
GRMZM2G142150	ZmMTERF25	NA	Zm00001d021376
GRMZM2G062910	ZmMTERF26	NA	Zm00001d021513
GRMZM2G325350	ZmMTERF27	NA	Zm00001d010329
GRMZM2G029933	ZmMTERF28	NA	Zm00001d010340
GRMZM2G068462	ZmMTERF29	NA	NA
GRMZM2G157716	ZmMTERF30	NA	Zm00001d047442
AC149475.2_FG005	NA	C2H2	Zm00001d048404
AC149818.2_FG008	NA	C2H2	Zm00001d048400
AC183950.2_FG002	NA	C2H2	Zm00001d012094
AC185108.3_FG011	NA	C2H2	Zm00001d022002
AC185655.3_FG004	NA	C2H2	Zm00001d003341
AC185655.3_FG005	NA	C2H2	Zm00001d003342
AC194972.2_FG001	NA	C2H2	Zm00001d044014
AC198081.2_FG005	NA	C2H2	Zm00001d020427
AC198506.3_FG001	NA	C2H2	Zm00001d025666
AC199571.3_FG004	NA	MYB_related	Zm00001d024894
AC201740.3_FG003	NA	C2H2	NA
AC206217.2_FG006	NA	C2H2	Zm00001d038379
AC208434.3_FG001	NA	C3H	Zm00001d031931
AC211702.2_FG002	NA	C2H2	Zm00001d006735
AC211756.4_FG001	NA	C2H2	Zm00001d004995
AC211891.4_FG001	NA	C2H2	Zm00001d004994
AC215290.3_FG002	NA	C2H2	Zm00001d003335
AC233952.1_FG008	NA	C2H2	Zm00001d006768
AC234522.1_FG009	NA	C2H2	Zm00001d014345
AF546187.1_FG012	NA	C2H2	Zm00001d030858
Gene_ID	NA	Family	NA
GRMZM2G000103	NA	C2H2	Zm00001d043884
GRMZM2G000126	NA	C2H2	Zm00001d018605
GRMZM2G000836	NA	C2H2	Zm00001d038297
GRMZM2G001205	NA	C2H2	Zm00001d035609
GRMZM2G001777	NA	HB-other	Zm00001d007675
GRMZM2G002606	NA	LSD	Zm00001d044463
GRMZM2G002627	NA	bHLH	Zm00001d017559
GRMZM2G002805	NA	C2H2	Zm00001d012968
GRMZM2G003234	NA	C2H2	Zm00001d004822
GRMZM2G003927	NA	C2H2	Zm00001d020430
GRMZM2G004732	NA	bHLH	Zm00001d024220
GRMZM2G006282	NA	C2H2	Zm00001d014917
GRMZM2G008647	NA	MYB_related	Zm00001d015747
GRMZM2G009837	NA	bHLH	Zm00001d013232
GRMZM2G010323	NA	C3H	Zm00001d025450
GRMZM2G011357	NA	C2H2	Zm00001d032922
GRMZM2G017145	NA	bHLH	Zm00001d022225
GRMZM2G017923	NA	C3H	Zm00001d018360
GRMZM2G021475	NA	HB-other	Zm00001d002106
GRMZM2G021587	NA	C2H2	Zm00001d006319
