TF_ID	Gene_ID	Family	rapdb
LOC_Os07g48560.1	LOC_Os07g48560	WOX	Os07g0684900
LOC_Os03g20910.2	LOC_Os03g20910	WOX	Os03g0325600
LOC_Os03g20910.1	LOC_Os03g20910	WOX	Os03g0325600
LOC_Os07g34880.1	LOC_Os07g34880	WOX	Os07g0533201
LOC_Os08g14400.1	LOC_Os08g14400	WOX	Os08g0242400
LOC_Os01g60270.1	LOC_Os01g60270	WOX	Os01g0818400
LOC_Os01g60270.2	LOC_Os01g60270	WOX	Os01g0818400
LOC_Os12g43950.1	LOC_Os12g43950	TALE	Os12g0636200
LOC_Os12g43950.2	LOC_Os12g43950	TALE	Os12g0636200
LOC_Os12g43950.3	LOC_Os12g43950	TALE	Os12g0636200
LOC_Os12g43950.4	LOC_Os12g43950	TALE	Os12g0636200
LOC_Os03g47740.2	LOC_Os03g47740	TALE	Os03g0680800
LOC_Os03g47740.3	LOC_Os03g47740	TALE	Os03g0680800
LOC_Os03g47740.1	LOC_Os03g47740	TALE	Os03g0680800
LOC_Os03g52239.1	LOC_Os03g52239	TALE	Os03g0732100
LOC_Os11g06020.1	LOC_Os11g06020	TALE	Os11g0158600
LOC_Os11g06020.1	LOC_Os11g06020	TALE	Os11g0158832
LOC_Os03g06930.1	LOC_Os03g06930	TALE	Os03g0165300
LOC_Os06g01934.1	LOC_Os06g01934	TALE	Os06g0108900
LOC_Os01g62920.1	LOC_Os01g62920	TALE	Os01g0848400
LOC_Os10g39030.1	LOC_Os10g39030	TALE	Os10g0534900
LOC_Os03g52239.2	LOC_Os03g52239	TALE	Os03g0732100
LOC_Os05g38120.1	LOC_Os05g38120	TALE	Os05g0455200
LOC_Os03g03260.1	LOC_Os03g03260	TALE	Os03g0124000
LOC_Os03g52239.3	LOC_Os03g52239	TALE	Os03g0732100
LOC_Os03g47730.1	LOC_Os03g47730	TALE	Os03g0680700
LOC_Os02g13310.1	LOC_Os02g13310	TALE	Os02g0226600
LOC_Os06g36680.1	LOC_Os06g36680	TALE	Os06g0562300
LOC_Os08g37580.1	LOC_Os08g37580	HD-ZIP	Os08g0481400
LOC_Os02g49700.2	LOC_Os02g49700	HD-ZIP	Os02g0729700
LOC_Os02g49700.3	LOC_Os02g49700	HD-ZIP	Os02g0729700
LOC_Os08g32080.1	LOC_Os08g32080	HD-ZIP	Os08g0416000
LOC_Os08g32085.1	LOC_Os08g32085	HD-ZIP	Os08g0416000
LOC_Os02g49700.1	LOC_Os02g49700	HD-ZIP	Os02g0729700
LOC_Os09g29460.1	LOC_Os09g29460	HD-ZIP	Os09g0470500
LOC_Os03g07450.1	LOC_Os03g07450	HD-ZIP	Os03g0170600
LOC_Os04g46350.1	LOC_Os04g46350	HD-ZIP	Os04g0548700
LOC_Os08g36220.1	LOC_Os08g36220	HD-ZIP	Os08g0465000
LOC_Os03g08960.1	LOC_Os03g08960	HD-ZIP	Os03g0188900
LOC_Os10g26500.1	LOC_Os10g26500	HD-ZIP	Os10g0404900
LOC_Os09g27450.1	LOC_Os09g27450	HD-ZIP	Os09g0447000
LOC_Os10g41230.1	LOC_Os10g41230	HD-ZIP	Os10g0561800
LOC_Os10g01470.1	LOC_Os10g01470	HD-ZIP	Os10g0103700
LOC_Os02g35770.1	LOC_Os02g35770	HD-ZIP	Os02g0565600
LOC_Os10g23090.2	LOC_Os10g23090	HD-ZIP	Os10g0377300
LOC_Os10g23090.1	LOC_Os10g23090	HD-ZIP	Os10g0377300
LOC_Os04g45810.1	LOC_Os04g45810	HD-ZIP	Os04g0541700
LOC_Os06g04850.1	LOC_Os06g04850	HD-ZIP	Os06g0140400
LOC_Os03g12860.1	LOC_Os03g12860	HD-ZIP	Os03g0231000
LOC_Os03g12860.1	LOC_Os03g12860	HD-ZIP	Os03g0231150
LOC_Os06g04870.1	LOC_Os06g04870	HD-ZIP	Os06g0140700
LOC_Os02g43330.1	LOC_Os02g43330	HD-ZIP	Os02g0649300
LOC_Os09g35910.1	LOC_Os09g35910	HD-ZIP	Os09g0528200
LOC_Os09g21180.1	LOC_Os09g21180	HD-ZIP	Os09g0379600
LOC_Os01g45570.1	LOC_Os01g45570	HD-ZIP	Os01g0643600
LOC_Os06g48290.1	LOC_Os06g48290	HD-ZIP	Os06g0698200
LOC_Os07g39320.1	LOC_Os07g39320	HD-ZIP	Os07g0581700
LOC_Os02g05640.1	LOC_Os02g05640	HD-ZIP	Os02g0149900
LOC_Os03g10210.1	LOC_Os03g10210	HD-ZIP	Os03g0198600
LOC_Os03g51690.3	LOC_Os03g51690	TALE	Os03g0727000
LOC_Os03g56110.2	LOC_Os03g56110	TALE	Os03g0771500
LOC_Os03g56110.1	LOC_Os03g56110	TALE	Os03g0771500
LOC_Os03g51690.1	LOC_Os03g51690	TALE	Os03g0727000
LOC_Os03g51690.2	LOC_Os03g51690	TALE	Os03g0727000
LOC_Os03g47016.1	LOC_Os03g47016	TALE	Os03g0673000
LOC_Os03g47036.1	LOC_Os03g47036	TALE	Os03g0673500
LOC_Os07g03770.1	LOC_Os07g03770	TALE	Os07g0129700
LOC_Os01g19694.1	LOC_Os01g19694	TALE	Os01g0302500
LOC_Os05g03884.1	LOC_Os05g03884	TALE	Os05g0129700
LOC_Os03g51710.2	LOC_Os03g51710	TALE	Os03g0727150
LOC_Os03g51710.2	LOC_Os03g51710	TALE	Os03g0727200
LOC_Os03g51710.1	LOC_Os03g51710	TALE	Os03g0727150
LOC_Os03g51710.1	LOC_Os03g51710	TALE	Os03g0727200
LOC_Os06g43860.4	LOC_Os06g43860	TALE	Os06g0646600
LOC_Os06g43860.2	LOC_Os06g43860	TALE	Os06g0646600
LOC_Os06g43860.1	LOC_Os06g43860	TALE	Os06g0646600
LOC_Os02g08544.3	LOC_Os02g08544	TALE	Os02g0182800
LOC_Os08g19650.2	LOC_Os08g19650	TALE	Os08g0292900
LOC_Os08g19650.1	LOC_Os08g19650	TALE	Os08g0292900
LOC_Os03g56140.1	LOC_Os03g56140	TALE	Os03g0772100
LOC_Os03g56140.2	LOC_Os03g56140	TALE	Os03g0772100
LOC_Os02g08544.2	LOC_Os02g08544	TALE	Os02g0182800
LOC_Os02g08544.1	LOC_Os02g08544	TALE	Os02g0182800
LOC_Os03g03164.3	LOC_Os03g03164	TALE	Os03g0123500
LOC_Os03g03164.1	LOC_Os03g03164	TALE	Os03g0123500
LOC_Os03g03164.2	LOC_Os03g03164	TALE	Os03g0123500
LOC_Os08g08820.1	LOC_Os08g08820	HD-ZIP	Os08g0187500
LOC_Os08g08820.2	LOC_Os08g08820	HD-ZIP	Os08g0187500
LOC_Os04g53540.4	LOC_Os04g53540	HD-ZIP	Os04g0627000
LOC_Os04g53540.1	LOC_Os04g53540	HD-ZIP	Os04g0627000
LOC_Os04g53540.2	LOC_Os04g53540	HD-ZIP	Os04g0627000
LOC_Os04g53540.3	LOC_Os04g53540	HD-ZIP	Os04g0627000
LOC_Os08g04190.1	LOC_Os08g04190	HD-ZIP	Os08g0136100
LOC_Os02g45250.1	LOC_Os02g45250	HD-ZIP	Os02g0674800
LOC_Os09g35760.1	LOC_Os09g35760	HD-ZIP	Os09g0526200
LOC_Os09g35760.1	LOC_Os09g35760	HD-ZIP	Os09g0526300
LOC_Os09g35760.2	LOC_Os09g35760	HD-ZIP	Os09g0526200
LOC_Os09g35760.2	LOC_Os09g35760	HD-ZIP	Os09g0526300
LOC_Os03g43930.1	LOC_Os03g43930	HD-ZIP	Os03g0640800
LOC_Os03g43930.2	LOC_Os03g43930	HD-ZIP	Os03g0640800
LOC_Os01g55549.1	LOC_Os01g55549	HD-ZIP	Os01g0760800
LOC_Os12g41860.1	LOC_Os12g41860	HD-ZIP	Os12g0612700
LOC_Os03g01890.2	LOC_Os03g01890	HD-ZIP	Os03g0109400
LOC_Os03g01890.1	LOC_Os03g01890	HD-ZIP	Os03g0109400
LOC_Os04g48070.2	LOC_Os04g48070	HD-ZIP	Os04g0569100
LOC_Os10g33960.4	LOC_Os10g33960	HD-ZIP	Os10g0480200
LOC_Os10g33960.3	LOC_Os10g33960	HD-ZIP	Os10g0480200
LOC_Os10g33960.1	LOC_Os10g33960	HD-ZIP	Os10g0480200
LOC_Os10g33960.2	LOC_Os10g33960	HD-ZIP	Os10g0480200
LOC_Os04g48070.3	LOC_Os04g48070	HD-ZIP	Os04g0569100
LOC_Os04g48070.1	LOC_Os04g48070	HD-ZIP	Os04g0569100
LOC_Os10g42490.1	LOC_Os10g42490	HD-ZIP	Os10g0575600
LOC_Os10g42490.2	LOC_Os10g42490	HD-ZIP	Os10g0575600
LOC_Os06g10600.1	LOC_Os06g10600	HD-ZIP	Os06g0207966
LOC_Os06g10600.1	LOC_Os06g10600	HD-ZIP	Os06g0208100
LOC_Os08g19590.1	LOC_Os08g19590	HD-ZIP	Os08g0292000
LOC_Os08g19590.2	LOC_Os08g19590	HD-ZIP	Os08g0292000
LOC_Os08g19590.3	LOC_Os08g19590	HD-ZIP	Os08g0292000
LOC_Os01g57890.2	LOC_Os01g57890	HD-ZIP	Os01g0788800
LOC_Os01g57890.1	LOC_Os01g57890	HD-ZIP	Os01g0788800
LOC_Os06g12400.1	LOC_Os06g12400	HB-PHD	Os06g0229300
LOC_Os01g07930.1	LOC_Os01g07930	C3H	Os01g0174600
LOC_Os01g09620.1	LOC_Os01g09620	C3H	Os01g0192000
LOC_Os01g09620.2	LOC_Os01g09620	C3H	Os01g0192000
LOC_Os01g09850.1	LOC_Os01g09850	C2H2	Os01g0195000
LOC_Os01g09850.1	LOC_Os01g09850	C2H2	Os01g0195066
LOC_Os01g09850.2	LOC_Os01g09850	C2H2	Os01g0195000
LOC_Os01g09850.2	LOC_Os01g09850	C2H2	Os01g0195066
LOC_Os01g09850.3	LOC_Os01g09850	C2H2	Os01g0195000
LOC_Os01g09850.3	LOC_Os01g09850	C2H2	Os01g0195066
LOC_Os01g14010.1	LOC_Os01g14010	C2H2	Os01g0242200
LOC_Os01g14870.1	LOC_Os01g14870	C3H	Os01g0252200
LOC_Os01g15350.1	LOC_Os01g15350	C3H	Os01g0257400
LOC_Os01g15460.1	LOC_Os01g15460	C3H	Os01g0258700
LOC_Os01g15460.2	LOC_Os01g15460	C3H	Os01g0258700
LOC_Os01g15460.3	LOC_Os01g15460	C3H	Os01g0258700
LOC_Os01g39100.1	LOC_Os01g39100	C3H	Os01g0572100
LOC_Os01g39110.1	LOC_Os01g39110	C2H2	Os01g0572300
LOC_Os01g42710.1	LOC_Os01g42710	LSD	Os01g0612700
LOC_Os01g42970.1	LOC_Os01g42970	C3H	Os01g0616400
LOC_Os01g42970.2	LOC_Os01g42970	C3H	Os01g0616400
LOC_Os01g45730.1	LOC_Os01g45730	C3H	Os01g0645000
LOC_Os01g53650.1	LOC_Os01g53650	C3H	Os01g0738400
LOC_Os01g57020.1	LOC_Os01g57020	C2H2	Os01g0778100
LOC_Os01g57650.1	LOC_Os01g57650	C2H2	Os01g0785900
LOC_Os01g62130.1	LOC_Os01g62130	C2H2	Os01g0838600
LOC_Os01g62190.1	LOC_Os01g62190	C2H2	Os01g0839100
LOC_Os01g63980.1	LOC_Os01g63980	C2H2	Os01g0859100
LOC_Os01g65080.1	LOC_Os01g65080	C2H2	Os01g0871200
LOC_Os01g65080.2	LOC_Os01g65080	C2H2	Os01g0871200
LOC_Os01g65080.3	LOC_Os01g65080	C2H2	Os01g0871200
LOC_Os01g65080.4	LOC_Os01g65080	C2H2	Os01g0871200
LOC_Os01g66570.1	LOC_Os01g66570	C2H2	Os01g0889101
LOC_Os01g67970.1	LOC_Os01g67970	C2H2	Os01g0907400
LOC_Os01g68160.1	LOC_Os01g68160	C2H2	Os01g0909500
LOC_Os01g68860.1	LOC_Os01g68860	C3H	Os01g0917400
LOC_Os01g68860.2	LOC_Os01g68860	C3H	Os01g0917400
LOC_Os01g68860.3	LOC_Os01g68860	C3H	Os01g0917400
LOC_Os01g70870.1	LOC_Os01g70870	C2H2	Os01g0935000
LOC_Os02g01090.1	LOC_Os02g01090	C2H2	Os02g0100900
LOC_Os02g02424.1	LOC_Os02g02424	C2H2	Os02g0116000
LOC_Os02g02424.2	LOC_Os02g02424	C2H2	Os02g0116000
LOC_Os02g02424.3	LOC_Os02g02424	C2H2	Os02g0116000
LOC_Os02g06584.2	LOC_Os02g06584	C3H	Os02g0161200
LOC_Os02g06584.3	LOC_Os02g06584	C3H	Os02g0161200
LOC_Os02g06584.4	LOC_Os02g06584	C3H	Os02g0161200
LOC_Os02g08510.1	LOC_Os02g08510	C2H2	Os02g0182300
LOC_Os02g10080.1	LOC_Os02g10080	C3H	Os02g0194200
LOC_Os02g10080.2	LOC_Os02g10080	C3H	Os02g0194200
LOC_Os02g19804.1	LOC_Os02g19804	C3H	Os02g0301000
LOC_Os02g31890.1	LOC_Os02g31890	C2H2	Os02g0518500
LOC_Os02g34680.1	LOC_Os02g34680	C2H2	Os02g0551900
LOC_Os02g35460.1	LOC_Os02g35460	C2H2	Os02g0562200
LOC_Os02g36360.1	LOC_Os02g36360	C2H2	Os02g0572900
LOC_Os02g36360.2	LOC_Os02g36360	C2H2	Os02g0572900
LOC_Os02g36360.3	LOC_Os02g36360	C2H2	Os02g0572900
LOC_Os02g44120.1	LOC_Os02g44120	C2H2	Os02g0659100
LOC_Os02g44130.1	LOC_Os02g44130	C2H2	Os02g0659500
LOC_Os02g45054.1	LOC_Os02g45054	C2H2	Os02g0672100
LOC_Os02g45054.2	LOC_Os02g45054	C2H2	Os02g0672100
LOC_Os02g45054.3	LOC_Os02g45054	C2H2	Os02g0672100
LOC_Os02g45054.4	LOC_Os02g45054	C2H2	Os02g0672100
LOC_Os02g45480.1	LOC_Os02g45480	C3H	Os02g0677700
LOC_Os02g45480.2	LOC_Os02g45480	C3H	Os02g0677700
LOC_Os02g45480.3	LOC_Os02g45480	C3H	Os02g0677700
LOC_Os02g57550.1	LOC_Os02g57550	C2H2	None
LOC_Os02g57790.1	LOC_Os02g57790	C2H2	Os02g0823900
LOC_Os02g58440.1	LOC_Os02g58440	C3H	Os02g0831100
LOC_Os03g02160.1	LOC_Os03g02160	C3H	Os03g0112700
LOC_Os03g02160.2	LOC_Os03g02160	C3H	Os03g0112700
LOC_Os03g02160.3	LOC_Os03g02160	C3H	Os03g0112700
LOC_Os03g05480.1	LOC_Os03g05480	C2H2	Os03g0148800
LOC_Os03g05690.1	LOC_Os03g05690	C2H2	Os03g0151400
LOC_Os03g10140.1	LOC_Os03g10140	C2H2	Os03g0197800
LOC_Os03g13400.1	LOC_Os03g13400	C2H2	Os03g0237250
LOC_Os03g13600.1	LOC_Os03g13600	C2H2	Os03g0239300
LOC_Os03g13600.2	LOC_Os03g13600	C2H2	Os03g0239300
LOC_Os03g15790.1	LOC_Os03g15790	C2H2	Os03g0264600
LOC_Os03g17150.1	LOC_Os03g17150	C2H2	Os03g0279700
LOC_Os03g18950.1	LOC_Os03g18950	C3H	Os03g0301500
LOC_Os03g31240.1	LOC_Os03g31240	C2H2	Os03g0425900
LOC_Os03g32220.1	LOC_Os03g32220	C2H2	Os03g0437100
LOC_Os03g32230.1	LOC_Os03g32230	C2H2	Os03g0437200
LOC_Os03g43840.1	LOC_Os03g43840	LSD	Os03g0639600
LOC_Os03g49132.1	LOC_Os03g49132	C2H2	Os03g0698300
LOC_Os03g49170.1	LOC_Os03g49170	C3H	Os03g0698800
LOC_Os03g49170.3	LOC_Os03g49170	C3H	Os03g0698800
LOC_Os03g55540.1	LOC_Os03g55540	C2H2	Os03g0764100
LOC_Os03g60560.1	LOC_Os03g60560	C2H2	Os03g0820300
LOC_Os03g60570.1	LOC_Os03g60570	C2H2	Os03g0820400
LOC_Os03g62230.1	LOC_Os03g62230	C2H2	Os03g0838800
LOC_Os04g01480.1	LOC_Os04g01480	C3H	Os04g0105000
LOC_Os04g02510.1	LOC_Os04g02510	C2H2	Os04g0115500
LOC_Os04g02730.1	LOC_Os04g02730	C3H	Os04g0117600
LOC_Os04g08060.1	LOC_Os04g08060	C2H2	Os04g0162500
LOC_Os04g08290.1	LOC_Os04g08290	C2H2	Os04g0165200
LOC_Os04g08600.1	LOC_Os04g08600	C2H2	Os04g0168100
LOC_Os04g35800.1	LOC_Os04g35800	C3H	Os04g0438700
LOC_Os04g36650.1	LOC_Os04g36650	C2H2	Os04g0444100
LOC_Os04g39050.1	LOC_Os04g39050	C2H2	Os04g0464600
LOC_Os04g39520.1	LOC_Os04g39520	C2H2	Os04g0471000
LOC_Os04g41060.1	LOC_Os04g41060	C3H	Os04g0487550
LOC_Os04g46670.1	LOC_Os04g46670	C2H2	Os04g0552400
LOC_Os04g46680.1	LOC_Os04g46680	C2H2	Os04g0552700
LOC_Os04g47860.2	LOC_Os04g47860	C2H2	Os04g0566400
LOC_Os04g47860.3	LOC_Os04g47860	C2H2	Os04g0566400
LOC_Os04g47860.4	LOC_Os04g47860	C2H2	Os04g0566400
LOC_Os04g47860.5	LOC_Os04g47860	C2H2	Os04g0566400
LOC_Os04g47860.6	LOC_Os04g47860	C2H2	Os04g0566400
LOC_Os04g50070.1	LOC_Os04g50070	C2H2	None
LOC_Os04g57010.1	LOC_Os04g57010	C3H	Os04g0665700
LOC_Os04g57010.2	LOC_Os04g57010	C3H	Os04g0665700
LOC_Os04g57600.1	LOC_Os04g57600	C3H	Os04g0671800
LOC_Os04g59380.1	LOC_Os04g59380	C2H2	Os04g0690100
LOC_Os05g01550.1	LOC_Os05g01550	C2H2	Os05g0106000
LOC_Os05g02390.1	LOC_Os05g02390	C2H2	Os05g0114400
LOC_Os05g03020.1	LOC_Os05g03020	C2H2	Os05g0121400
LOC_Os05g03760.1	LOC_Os05g03760	C3H	Os05g0128200
LOC_Os05g10670.1	LOC_Os05g10670	C3H	Os05g0195101
LOC_Os05g10670.1	LOC_Os05g10670	C3H	Os05g0195200
LOC_Os05g14130.1	LOC_Os05g14130	C2H2	Os05g0229900
LOC_Os05g20930.1	LOC_Os05g20930	C2H2	Os05g0286100
LOC_Os05g37190.1	LOC_Os05g37190	C2H2	Os05g0444200
LOC_Os05g38600.1	LOC_Os05g38600	C2H2	Os05g0460900
LOC_Os05g38620.1	LOC_Os05g38620	C2H2	Os05g0461200
LOC_Os05g41790.1	LOC_Os05g41790	C3H	Os05g0497500
LOC_Os05g41790.1	LOC_Os05g41790	C3H	Os05g0497550
LOC_Os05g45020.1	LOC_Os05g45020	C3H	Os05g0525900
LOC_Os05g50080.1	LOC_Os05g50080	C3H	Os05g0576300
LOC_Os05g51830.1	LOC_Os05g51830	C2H2	Os05g0597100
LOC_Os06g07020.1	LOC_Os06g07020	C2H2	Os06g0166200
LOC_Os06g10470.1	LOC_Os06g10470	C2H2	None
LOC_Os06g20020.1	LOC_Os06g20020	C2H2	Os06g0304200
LOC_Os06g21390.1	LOC_Os06g21390	C3H	Os06g0318700
LOC_Os06g21390.2	LOC_Os06g21390	C3H	Os06g0318700
LOC_Os06g21390.3	LOC_Os06g21390	C3H	Os06g0318700
LOC_Os06g21390.4	LOC_Os06g21390	C3H	Os06g0318700
LOC_Os06g32720.1	LOC_Os06g32720	C3H	Os06g0519400
LOC_Os06g32860.1	LOC_Os06g32860	C3H	Os06g0520600
LOC_Os06g32860.2	LOC_Os06g32860	C3H	Os06g0520600
LOC_Os06g40960.1	LOC_Os06g40960	C2H2	Os06g0612300
LOC_Os06g41384.1	LOC_Os06g41384	C3H	Os06g0618100
LOC_Os06g41384.2	LOC_Os06g41384	C3H	Os06g0618100
LOC_Os06g46400.1	LOC_Os06g46400	C3H	Os06g0677700
LOC_Os06g46890.1	LOC_Os06g46890	C3H	Os06g0682800
LOC_Os06g49080.1	LOC_Os06g49080	C3H	Os06g0704300
LOC_Os06g51140.1	LOC_Os06g51140	C2H2	Os06g0727000
LOC_Os07g01180.1	LOC_Os07g01180	C2H2	Os07g0101800
LOC_Os07g04580.1	LOC_Os07g04580	C3H	Os07g0138400
LOC_Os07g04650.1	LOC_Os07g04650	C3H	Os07g0139000
LOC_Os07g23450.1	LOC_Os07g23450	C2H2	Os07g0417400
LOC_Os07g28910.1	LOC_Os07g28910	LSD	Os07g0472200
LOC_Os07g38090.1	LOC_Os07g38090	C3H	Os07g0568300
LOC_Os07g38090.2	LOC_Os07g38090	C3H	Os07g0568300
LOC_Os07g38240.1	LOC_Os07g38240	C2H2	Os07g0569700
LOC_Os07g39310.1	LOC_Os07g39310	C2H2	Os07g0581366
LOC_Os07g39310.1	LOC_Os07g39310	C2H2	Os07g0581400
LOC_Os07g39970.1	LOC_Os07g39970	C2H2	Os07g0588700
LOC_Os07g40080.1	LOC_Os07g40080	C2H2	Os07g0590100
LOC_Os07g40780.1	LOC_Os07g40780	C2H2	Os07g0598800
LOC_Os07g40950.1	LOC_Os07g40950	C2H2	Os07g0600900
LOC_Os07g44640.1	LOC_Os07g44640	C2H2	Os07g0640000
LOC_Os08g03610.1	LOC_Os08g03610	LSD	Os08g0130100
LOC_Os08g04170.1	LOC_Os08g04170	C3H	Os08g0135800
LOC_Os08g06280.1	LOC_Os08g06280	LSD	Os08g0159500
LOC_Os08g06280.2	LOC_Os08g06280	LSD	Os08g0159500
LOC_Os08g06280.3	LOC_Os08g06280	LSD	Os08g0159500
LOC_Os08g06280.4	LOC_Os08g06280	LSD	Os08g0159500
LOC_Os08g06280.7	LOC_Os08g06280	LSD	Os08g0159500
LOC_Os08g06280.8	LOC_Os08g06280	LSD	Os08g0159500
LOC_Os08g06280.9	LOC_Os08g06280	LSD	Os08g0159500
LOC_Os08g06330.1	LOC_Os08g06330	C3H	Os08g0159800
LOC_Os08g17640.1	LOC_Os08g17640	C2H2	None
LOC_Os08g20580.1	LOC_Os08g20580	C2H2	Os08g0300366
LOC_Os08g36390.1	LOC_Os08g36390	C2H2	Os08g0467100
LOC_Os08g37904.1	LOC_Os08g37904	C2H2	Os08g0485600
LOC_Os08g37904.2	LOC_Os08g37904	C2H2	Os08g0485600
LOC_Os08g37904.3	LOC_Os08g37904	C2H2	Os08g0485600
LOC_Os08g37904.4	LOC_Os08g37904	C2H2	Os08g0485600
LOC_Os08g37904.5	LOC_Os08g37904	C2H2	Os08g0485600
LOC_Os08g37904.6	LOC_Os08g37904	C2H2	Os08g0485600
LOC_Os08g37920.1	LOC_Os08g37920	C2H2	Os08g0485700
LOC_Os08g37920.2	LOC_Os08g37920	C2H2	Os08g0485700
LOC_Os08g38370.1	LOC_Os08g38370	C3H	Os08g0491700
LOC_Os08g39390.1	LOC_Os08g39390	C2H2	Os08g0504000
LOC_Os08g44050.1	LOC_Os08g44050	C2H2	Os08g0554400
LOC_Os08g44050.2	LOC_Os08g44050	C2H2	Os08g0554400
LOC_Os08g44050.3	LOC_Os08g44050	C2H2	Os08g0554400
LOC_Os08g44050.4	LOC_Os08g44050	C2H2	Os08g0554400
LOC_Os08g44190.1	LOC_Os08g44190	C2H2	Os08g0555700
LOC_Os08g44830.1	LOC_Os08g44830	C2H2	Os08g0562300
LOC_Os09g03500.1	LOC_Os09g03500	C2H2	Os09g0122000
LOC_Os09g10980.1	LOC_Os09g10980	C2H2	Os09g0282100
LOC_Os09g10980.1	LOC_Os09g10980	C2H2	Os09g0282300
LOC_Os09g13530.1	LOC_Os09g13530	C3H	Os09g0305900
LOC_Os09g13680.1	LOC_Os09g13680	C2H2	Os09g0307400
LOC_Os09g26210.1	LOC_Os09g26210	C2H2	Os09g0431900
LOC_Os09g27650.2	LOC_Os09g27650	C2H2	Os09g0449400
LOC_Os09g31140.1	LOC_Os09g31140	C2H2	Os09g0485500
LOC_Os09g31140.1	LOC_Os09g31140	C2H2	Os09g0485600
LOC_Os09g38340.1	LOC_Os09g38340	C2H2	Os09g0555700
LOC_Os09g38340.2	LOC_Os09g38340	C2H2	Os09g0555700
LOC_Os09g38340.3	LOC_Os09g38340	C2H2	Os09g0555700
LOC_Os09g38610.1	LOC_Os09g38610	C2H2	Os09g0558800
LOC_Os09g39660.1	LOC_Os09g39660	C2H2	Os09g0570200
LOC_Os09g39660.2	LOC_Os09g39660	C2H2	Os09g0570200
LOC_Os10g07080.1	LOC_Os10g07080	C2H2	Os10g0158700
LOC_Os10g25220.1	LOC_Os10g25220	C3H	Os10g0391300
LOC_Os10g28330.1	LOC_Os10g28330	C2H2	Os10g0419200
LOC_Os11g06840.1	LOC_Os11g06840	C2H2	Os11g0169400
LOC_Os11g25610.1	LOC_Os11g25610	C2H2	Os11g0442900
LOC_Os11g28270.1	LOC_Os11g28270	C3H	Os11g0472000
LOC_Os11g28270.2	LOC_Os11g28270	C3H	Os11g0472000
LOC_Os11g28270.3	LOC_Os11g28270	C3H	Os11g0472000
LOC_Os11g30484.1	LOC_Os11g30484	C2H2	Os11g0498400
LOC_Os11g47620.1	LOC_Os11g47620	C2H2	Os11g0702300
LOC_Os11g47630.1	LOC_Os11g47630	C2H2	Os11g0702400
LOC_Os11g48000.1	LOC_Os11g48000	C2H2	Os11g0707300
LOC_Os12g03554.1	LOC_Os12g03554	C3H	Os12g0129550
LOC_Os12g07280.1	LOC_Os12g07280	C2H2	Os12g0170400
LOC_Os12g18120.1	LOC_Os12g18120	C3H	Os12g0278800
LOC_Os12g18120.2	LOC_Os12g18120	C3H	Os12g0278800
LOC_Os12g18120.4	LOC_Os12g18120	C3H	Os12g0278800
LOC_Os12g18150.1	LOC_Os12g18150	C2H2	Os12g0279100
LOC_Os12g21700.1	LOC_Os12g21700	C3H	Os12g0405100
LOC_Os12g33090.1	LOC_Os12g33090	C3H	Os12g0515500
LOC_Os12g38940.1	LOC_Os12g38940	C2H2	Os12g0578600
LOC_Os12g38960.1	LOC_Os12g38960	C2H2	Os12g0578800
LOC_Os12g39400.1	LOC_Os12g39400	C2H2	Os12g0583700
LOC_Os12g41700.1	LOC_Os12g41700	LSD	Os12g0611000
LOC_Os01g03720.1	LOC_Os01g03720	MYB	Os01g0128000
LOC_Os01g04930.1	LOC_Os01g04930	MYB	Os01g0142500
LOC_Os01g07450.1	LOC_Os01g07450	MYB	Os01g0169100
LOC_Os01g09590.1	LOC_Os01g09590	MYB	Os01g0191900
LOC_Os01g12860.1	LOC_Os01g12860	MYB	Os01g0229000
LOC_Os01g16810.1	LOC_Os01g16810	MYB	Os01g0274800
LOC_Os01g18240.1	LOC_Os01g18240	MYB	Os01g0285300
LOC_Os01g19330.1	LOC_Os01g19330	MYB	Os01g0298400
LOC_Os01g19970.1	LOC_Os01g19970	MYB	Os01g0305900
LOC_Os01g36460.1	LOC_Os01g36460	MYB	Os01g0545100
LOC_Os01g45090.1	LOC_Os01g45090	MYB	Os01g0637800
LOC_Os01g49160.1	LOC_Os01g49160	MYB	Os01g0685400
LOC_Os01g50110.1	LOC_Os01g50110	MYB	Os01g0695900
LOC_Os01g50720.1	LOC_Os01g50720	MYB	Os01g0702700
LOC_Os01g51260.1	LOC_Os01g51260	MYB	Os01g0709000
LOC_Os01g52410.1	LOC_Os01g52410	MYB	Os01g0722300
LOC_Os01g59660.1	LOC_Os01g59660	MYB	Os01g0812000
LOC_Os01g59660.2	LOC_Os01g59660	MYB	Os01g0812000
LOC_Os01g59660.3	LOC_Os01g59660	MYB	Os01g0812000
LOC_Os01g59660.4	LOC_Os01g59660	MYB	Os01g0812000
LOC_Os01g62410.1	LOC_Os01g62410	MYB	Os01g0841500
LOC_Os01g62410.2	LOC_Os01g62410	MYB	Os01g0841500
LOC_Os01g63160.1	LOC_Os01g63160	MYB	Os01g0850400
LOC_Os01g63460.1	LOC_Os01g63460	MYB	Os01g0853700
LOC_Os01g63680.1	LOC_Os01g63680	MYB	Os01g0855400
LOC_Os01g64360.1	LOC_Os01g64360	MYB	Os01g0863300
LOC_Os01g65370.1	LOC_Os01g65370	MYB	Os01g0874300
